# Au,Cu,Pt
0.3411,0.3516,0.3073
0.3377,0.3534,0.3089
0.3369,0.3526,0.3105
0.3360,0.3545,0.3095
0.3378,0.3564,0.3058
0.3360,0.3573,0.3067
0.3369,0.3556,0.3075
0.3387,0.3522,0.3091
0.3405,0.3514,0.3081
0.3388,0.3523,0.3089
0.3379,0.3515,0.3106
0.3388,0.3497,0.3115
0.3407,0.3461,0.3132
0.3425,0.3453,0.3122
0.3435,0.3463,0.3102
0.3445,0.3472,0.3083
0.3426,0.3482,0.3092
0.3417,0.3502,0.3081
0.3427,0.3511,0.3062
0.3446,0.3503,0.3051
0.3446,0.3503,0.3051
0.3466,0.3466,0.3068
0.3447,0.3476,0.3077
0.3457,0.3486,0.3057
0.3477,0.3448,0.3075
0.3487,0.3458,0.3055
0.3478,0.3478,0.3044
0.3478,0.3478,0.3044
0.3459,0.3489,0.3052
0.3459,0.3518,0.3023
0.3450,0.3509,0.3041
0.3421,0.3509,0.3070
0.3382,0.3530,0.3088
0.3402,0.3491,0.3107
0.3412,0.3472,0.3116
0.3403,0.3463,0.3134
0.3393,0.3484,0.3123
0.3393,0.3484,0.3123
0.3393,0.3484,0.3123
0.3414,0.3474,0.3112
0.3434,0.3435,0.3131
0.3465,0.3404,0.3131
0.3476,0.3384,0.3140
0.3466,0.3374,0.3160
0.3466,0.3344,0.3190
0.3446,0.3354,0.3200
0.3457,0.3364,0.3179
0.3467,0.3344,0.3189
0.3467,0.3313,0.3220
0.3458,0.3302,0.3240
0.3480,0.3260,0.3260
0.3491,0.3239,0.3270
0.3513,0.3228,0.3259
0.3471,0.3249,0.3280
0.3430,0.3269,0.3301
0.3440,0.3280,0.3280
0.3473,0.3280,0.3247
0.3484,0.3258,0.3258
0.3463,0.3268,0.3269
0.3442,0.3279,0.3279
0.3431,0.3268,0.3301
0.3421,0.3290,0.3289
0.3433,0.3300,0.3267
0.3410,0.3344,0.3246
0.3421,0.3322,0.3257
0.3388,0.3322,0.3290
0.3421,0.3322,0.3257
0.3421,0.3322,0.3257
0.3400,0.3333,0.3267
0.3389,0.3355,0.3256
0.3378,0.3378,0.3244
0.3411,0.3345,0.3244
0.3445,0.3344,0.3211
0.3445,0.3344,0.3211
0.3445,0.3378,0.3177
0.3423,0.3389,0.3188
0.3446,0.3412,0.3142
0.3436,0.3401,0.3163
0.3436,0.3401,0.3163
0.3402,0.3401,0.3197
0.3402,0.3401,0.3197
0.3413,0.3379,0.3208
0.3436,0.3368,0.3196
0.3426,0.3356,0.3218
0.3449,0.3380,0.3171
0.3414,0.3415,0.3171
0.3426,0.3427,0.3147
0.3426,0.3427,0.3147
0.3438,0.3439,0.3123
0.3463,0.3428,0.3109
0.3427,0.3428,0.3145
0.3440,0.3440,0.3120
0.3464,0.3429,0.3107
0.3489,0.3453,0.3058
0.3515,0.3442,0.3043
0.3515,0.3442,0.3043
0.3527,0.3418,0.3055
0.3527,0.3418,0.3055
0.3503,0.3431,0.3066
0.3503,0.3431,0.3066
0.3503,0.3431,0.3066
0.3540,0.3394,0.3066
0.3564,0.3382,0.3054
0.3564,0.3345,0.3091
0.3553,0.3370,0.3077
0.3553,0.3407,0.3040
0.3566,0.3382,0.3052
0.3579,0.3358,0.3063
0.3579,0.3321,0.3100
0.3529,0.3309,0.3162
0.3529,0.3309,0.3162
0.3579,0.3284,0.3137
0.3579,0.3284,0.3137
0.3579,0.3284,0.3137
0.3616,0.3284,0.3100
0.3616,0.3284,0.3100
0.3643,0.3234,0.3123
0.3633,0.3221,0.3146
0.3647,0.3233,0.3120
0.3670,0.3221,0.3109
0.3698,0.3208,0.3094
0.3698,0.3208,0.3094
0.3712,0.3182,0.3106
0.3674,0.3182,0.3144
0.3664,0.3206,0.3130
0.3650,0.3232,0.3118
0.3674,0.3220,0.3106
0.3674,0.3220,0.3106
0.3650,0.3232,0.3118
